1 Month +/-,1 Year +/-,3 Year +/-,5 Year +/-,6 Month +/-,Area,Benchmark,Price Index,Property Type,Report Month,Report Year
0.0,0.0,0.0,0.0,0.0,Port Moody,"$295,900",100.0,Townhouse,1,2005
0.0,0.0,0.0,0.0,0.0,Richmond,"$304,500",100.0,Townhouse,1,2005
0.0,0.0,0.0,0.0,0.0,Squamish,"$304,100",100.0,Townhouse,1,2005
0.0,0.0,0.0,0.0,0.0,Tsawwassen,"$255,100",100.0,Townhouse,1,2005
0.0,0.0,0.0,0.0,0.0,Vancouver East,"$314,400",100.0,Townhouse,1,2005
0.0,0.0,0.0,0.0,0.0,Vancouver West,"$427,700",100.0,Townhouse,1,2005
0.0,0.0,0.0,0.0,0.0,Whistler,"$414,800",100.0,Townhouse,1,2005
0.0,0.0,0.0,0.0,0.0,Greater Vancouver,"$250,100",100.0,Apartment,1,2005
0.0,0.0,0.0,0.0,0.0,Lower Mainland,"$233,400",100.0,Apartment,1,2005
0.0,0.0,0.0,0.0,0.0,Burnaby East,"$260,700",100.0,Apartment,1,2005
0.0,0.0,0.0,0.0,0.0,Burnaby North,"$234,200",100.0,Apartment,1,2005
0.0,0.0,0.0,0.0,0.0,Burnaby South,"$249,100",100.0,Apartment,1,2005
0.0,0.0,0.0,0.0,0.0,Coquitlam,"$182,200",100.0,Apartment,1,2005
0.0,0.0,0.0,0.0,0.0,Ladner,"$214,200",100.0,Apartment,1,2005
0.0,0.0,0.0,0.0,0.0,Maple Ridge,"$140,100",100.0,Apartment,1,2005
0.0,0.0,0.0,0.0,0.0,New Westminster,"$176,500",100.0,Apartment,1,2005
0.0,0.0,0.0,0.0,0.0,North Vancouver,"$245,200",100.0,Apartment,1,2005
0.0,0.0,0.0,0.0,0.0,Pitt Meadows,"$169,600",100.0,Apartment,1,2005
0.0,0.0,0.0,0.0,0.0,Port Coquitlam,"$167,200",100.0,Apartment,1,2005
0.0,0.0,0.0,0.0,0.0,Port Moody,"$240,000",100.0,Apartment,1,2005
0.0,0.0,0.0,0.0,0.0,Richmond,"$233,600",100.0,Apartment,1,2005
0.0,0.0,0.0,0.0,0.0,Squamish,"$202,900",100.0,Apartment,1,2005
0.0,0.0,0.0,0.0,0.0,Tsawwassen,"$232,200",100.0,Apartment,1,2005
0.0,0.0,0.0,0.0,0.0,Vancouver East,"$177,900",100.0,Apartment,1,2005
0.0,0.0,0.0,0.0,0.0,Vancouver West,"$308,200",100.0,Apartment,1,2005
0.0,0.0,0.0,0.0,0.0,West Vancouver,"$492,200",100.0,Apartment,1,2005
0.0,0.0,0.0,0.0,0.0,Whistler,"$255,300",100.0,Apartment,1,2005
0.7,0.0,0.0,0.0,0.0,Greater Vancouver,"$383,800",100.7,Residential - All Types,2,2005
0.6,0.0,0.0,0.0,0.0,Lower Mainland,"$359,100",100.6,Residential - All Types,2,2005
0.7,0.0,0.0,0.0,0.0,Bowen Island,"$464,500",100.7,Residential - All Types,2,2005
0.8,0.0,0.0,0.0,0.0,Burnaby East,"$363,400",100.8,Residential - All Types,2,2005
0.6,0.0,0.0,0.0,0.0,Burnaby North,"$333,200",100.6,Residential - All Types,2,2005
0.5,0.0,0.0,0.0,0.0,Burnaby South,"$355,800",100.5,Residential - All Types,2,2005
0.4,0.0,0.0,0.0,0.0,Coquitlam,"$338,500",100.4,Residential - All Types,2,2005
0.3,0.0,0.0,0.0,0.0,Ladner,"$356,300",100.3,Residential - All Types,2,2005
0.3,0.0,0.0,0.0,0.0,Maple Ridge,"$315,000",100.3,Residential - All Types,2,2005
0.8,0.0,0.0,0.0,0.0,New Westminster,"$229,100",100.8,Residential - All Types,2,2005
0.6,0.0,0.0,0.0,0.0,North Vancouver,"$447,600",100.6,Residential - All Types,2,2005
0.3,0.0,0.0,0.0,0.0,Pitt Meadows,"$275,900",100.3,Residential - All Types,2,2005
0.5,0.0,0.0,0.0,0.0,Port Coquitlam,"$293,600",100.5,Residential - All Types,2,2005
0.5,0.0,0.0,0.0,0.0,Port Moody,"$363,600",100.5,Residential - All Types,2,2005
0.5,0.0,0.0,0.0,0.0,Richmond,"$336,700",100.5,Residential - All Types,2,2005
0.9,0.0,0.0,0.0,0.0,Squamish,"$317,100",100.9,Residential - All Types,2,2005
0.6,0.0,0.0,0.0,0.0,Sunshine Coast,"$287,100",100.6,Residential - All Types,2,2005
0.7,0.0,0.0,0.0,0.0,Tsawwassen,"$388,400",100.7,Residential - All Types,2,2005
1.0,0.0,0.0,0.0,0.0,Vancouver East,"$339,900",101.0,Residential - All Types,2,2005
1.1,0.0,0.0,0.0,0.0,Vancouver West,"$484,200",101.1,Residential - All Types,2,2005
0.8,0.0,0.0,0.0,0.0,West Vancouver,"$915,500",100.8,Residential - All Types,2,2005
0.9,0.0,0.0,0.0,0.0,Whistler,"$433,000",100.9,Residential - All Types,2,2005
0.5,0.0,0.0,0.0,0.0,Greater Vancouver,"$544,000",100.5,Detached,2,2005
0.5,0.0,0.0,0.0,0.0,Lower Mainland,"$471,300",100.5,Detached,2,2005
0.7,0.0,0.0,0.0,0.0,Bowen Island,"$464,500",100.7,Detached,2,2005
0.7,0.0,0.0,0.0,0.0,Burnaby East,"$450,300",100.7,Detached,2,2005
0.4,0.0,0.0,0.0,0.0,Burnaby North,"$519,200",100.4,Detached,2,2005
0.4,0.0,0.0,0.0,0.0,Burnaby South,"$524,500",100.4,Detached,2,2005
0.4,0.0,0.0,0.0,0.0,Coquitlam,"$452,400",100.4,Detached,2,2005
0.2,0.0,0.0,0.0,0.0,Ladner,"$418,600",100.2,Detached,2,2005
0.2,0.0,0.0,0.0,0.0,Maple Ridge,"$351,700",100.2,Detached,2,2005
0.7,0.0,0.0,0.0,0.0,New Westminster,"$403,700",100.7,Detached,2,2005
0.7,0.0,0.0,0.0,0.0,North Vancouver,"$639,500",100.7,Detached,2,2005
0.3,0.0,0.0,0.0,0.0,Pitt Meadows,"$355,900",100.3,Detached,2,2005
0.4,0.0,0.0,0.0,0.0,Port Coquitlam,"$376,500",100.4,Detached,2,2005
0.3,0.0,0.0,0.0,0.0,Port Moody,"$543,100",100.3,Detached,2,2005
0.6,0.0,0.0,0.0,0.0,Richmond,"$519,300",100.6,Detached,2,2005
1.0,0.0,0.0,0.0,0.0,Squamish,"$383,300",101.0,Detached,2,2005
0.6,0.0,0.0,0.0,0.0,Sunshine Coast,"$287,200",100.6,Detached,2,2005
1.2,0.0,0.0,0.0,0.0,Tsawwassen,"$454,100",101.2,Detached,2,2005
0.8,0.0,0.0,0.0,0.0,Vancouver East,"$457,600",100.8,Detached,2,2005
0.4,0.0,0.0,0.0,0.0,Vancouver West,"$992,600",100.4,Detached,2,2005
0.7,0.0,0.0,0.0,0.0,West Vancouver,"$1,066,700",100.7,Detached,2,2005
1.1,0.0,0.0,0.0,0.0,Whistler,"$726,800",101.1,Detached,2,2005
0.6,0.0,0.0,0.0,0.0,Greater Vancouver,"$313,600",100.6,Townhouse,2,2005
0.5,0.0,0.0,0.0,0.0,Lower Mainland,"$277,100",100.5,Townhouse,2,2005
0.3,0.0,0.0,0.0,0.0,Burnaby East,"$271,500",100.3,Townhouse,2,2005
1.1,0.0,0.0,0.0,0.0,Burnaby North,"$270,900",101.1,Townhouse,2,2005
0.8,0.0,0.0,0.0,0.0,Burnaby South,"$292,600",100.8,Townhouse,2,2005
0.5,0.0,0.0,0.0,0.0,Coquitlam,"$273,900",100.5,Townhouse,2,2005
1.2,0.0,0.0,0.0,0.0,Ladner,"$282,100",101.2,Townhouse,2,2005
0.5,0.0,0.0,0.0,0.0,Maple Ridge,"$216,500",100.5,Townhouse,2,2005
0.8,0.0,0.0,0.0,0.0,New Westminster,"$274,700",100.8,Townhouse,2,2005
0.5,0.0,0.0,0.0,0.0,North Vancouver,"$413,600",100.5,Townhouse,2,2005
0.3,0.0,0.0,0.0,0.0,Pitt Meadows,"$231,800",100.3,Townhouse,2,2005
0.6,0.0,0.0,0.0,0.0,Port Coquitlam,"$265,700",100.6,Townhouse,2,2005
0.6,0.0,0.0,0.0,0.0,Port Moody,"$297,700",100.6,Townhouse,2,2005
0.4,0.0,0.0,0.0,0.0,Richmond,"$305,700",100.4,Townhouse,2,2005
-0.3,0.0,0.0,0.0,0.0,Squamish,"$303,200",99.7,Townhouse,2,2005
1.2,0.0,0.0,0.0,0.0,Tsawwassen,"$258,100",101.2,Townhouse,2,2005
1.1,0.0,0.0,0.0,0.0,Vancouver East,"$317,900",101.1,Townhouse,2,2005
1.0,0.0,0.0,0.0,0.0,Vancouver West,"$432,000",101.0,Townhouse,2,2005
-0.3,0.0,0.0,0.0,0.0,Whistler,"$413,500",99.7,Townhouse,2,2005
0.9,0.0,0.0,0.0,0.0,Greater Vancouver,"$252,400",100.9,Apartment,2,2005
0.9,0.0,0.0,0.0,0.0,Lower Mainland,"$235,500",100.9,Apartment,2,2005
2.0,0.0,0.0,0.0,0.0,Burnaby East,"$265,900",102.0,Apartment,2,2005
0.5,0.0,0.0,0.0,0.0,Burnaby North,"$235,400",100.5,Apartment,2,2005
0.6,0.0,0.0,0.0,0.0,Burnaby South,"$250,600",100.6,Apartment,2,2005
0.5,0.0,0.0,0.0,0.0,Coquitlam,"$183,100",100.5,Apartment,2,2005
-0.4,0.0,0.0,0.0,0.0,Ladner,"$213,300",99.6,Apartment,2,2005
0.4,0.0,0.0,0.0,0.0,Maple Ridge,"$140,600",100.4,Apartment,2,2005
0.8,0.0,0.0,0.0,0.0,New Westminster,"$177,900",100.8,Apartment,2,2005
0.6,0.0,0.0,0.0,0.0,North Vancouver,"$246,700",100.6,Apartment,2,2005
0.4,0.0,0.0,0.0,0.0,Pitt Meadows,"$170,300",100.4,Apartment,2,2005
0.7,0.0,0.0,0.0,0.0,Port Coquitlam,"$168,400",100.7,Apartment,2,2005
0.4,0.0,0.0,0.0,0.0,Port Moody,"$240,900",100.4,Apartment,2,2005
0.6,0.0,0.0,0.0,0.0,Richmond,"$235,000",100.6,Apartment,2,2005
1.8,0.0,0.0,0.0,0.0,Squamish,"$206,500",101.8,Apartment,2,2005
-0.4,0.0,0.0,0.0,0.0,Tsawwassen,"$231,300",99.6,Apartment,2,2005
1.3,0.0,0.0,0.0,0.0,Vancouver East,"$180,200",101.3,Apartment,2,2005
1.3,0.0,0.0,0.0,0.0,Vancouver West,"$312,200",101.3,Apartment,2,2005
1.2,0.0,0.0,0.0,0.0,West Vancouver,"$498,100",101.2,Apartment,2,2005
1.8,0.0,0.0,0.0,0.0,Whistler,"$259,900",101.8,Apartment,2,2005
0.7,0.0,0.0,0.0,0.0,Greater Vancouver,"$386,500",101.4,Residential - All Types,3,2005
0.7,0.0,0.0,0.0,0.0,Lower Mainland,"$361,600",101.3,Residential - All Types,3,2005
0.7,0.0,0.0,0.0,0.0,Bowen Island,"$467,700",101.4,Residential - All Types,3,2005
0.8,0.0,0.0,0.0,0.0,Burnaby East,"$366,300",101.6,Residential - All Types,3,2005
0.6,0.0,0.0,0.0,0.0,Burnaby North,"$335,200",101.2,Residential - All Types,3,2005
0.6,0.0,0.0,0.0,0.0,Burnaby South,"$357,900",101.1,Residential - All Types,3,2005
0.5,0.0,0.0,0.0,0.0,Coquitlam,"$340,200",100.9,Residential - All Types,3,2005
0.3,0.0,0.0,0.0,0.0,Ladner,"$357,300",100.6,Residential - All Types,3,2005
0.2,0.0,0.0,0.0,0.0,Maple Ridge,"$315,600",100.5,Residential - All Types,3,2005
0.7,0.0,0.0,0.0,0.0,New Westminster,"$230,700",101.5,Residential - All Types,3,2005
0.6,0.0,0.0,0.0,0.0,North Vancouver,"$450,300",101.2,Residential - All Types,3,2005
0.3,0.0,0.0,0.0,0.0,Pitt Meadows,"$276,700",100.6,Residential - All Types,3,2005
0.5,0.0,0.0,0.0,0.0,Port Coquitlam,"$295,100",101.0,Residential - All Types,3,2005
0.4,0.0,0.0,0.0,0.0,Port Moody,"$365,000",100.9,Residential - All Types,3,2005
0.6,0.0,0.0,0.0,0.0,Richmond,"$338,700",101.1,Residential - All Types,3,2005
0.8,0.0,0.0,0.0,0.0,Squamish,"$319,600",101.7,Residential - All Types,3,2005
0.6,0.0,0.0,0.0,0.0,Sunshine Coast,"$288,900",101.2,Residential - All Types,3,2005
0.7,0.0,0.0,0.0,0.0,Tsawwassen,"$391,100",101.4,Residential - All Types,3,2005
1.1,0.0,0.0,0.0,0.0,Vancouver East,"$343,600",102.1,Residential - All Types,3,2005
0.9,0.0,0.0,0.0,0.0,Vancouver West,"$488,500",102.0,Residential - All Types,3,2005
0.9,0.0,0.0,0.0,0.0,West Vancouver,"$923,700",101.7,Residential - All Types,3,2005
0.9,0.0,0.0,0.0,0.0,Whistler,"$436,800",101.8,Residential - All Types,3,2005
0.6,0.0,0.0,0.0,0.0,Greater Vancouver,"$547,300",101.1,Detached,3,2005
0.5,0.0,0.0,0.0,0.0,Lower Mainland,"$473,600",101.0,Detached,3,2005
0.7,0.0,0.0,0.0,0.0,Bowen Island,"$467,700",101.4,Detached,3,2005
0.6,0.0,0.0,0.0,0.0,Burnaby East,"$453,000",101.3,Detached,3,2005
0.3,0.0,0.0,0.0,0.0,Burnaby North,"$520,700",100.7,Detached,3,2005
0.5,0.0,0.0,0.0,0.0,Burnaby South,"$527,100",100.9,Detached,3,2005
0.4,0.0,0.0,0.0,0.0,Coquitlam,"$454,200",100.8,Detached,3,2005
0.3,0.0,0.0,0.0,0.0,Ladner,"$419,900",100.5,Detached,3,2005
0.2,0.0,0.0,0.0,0.0,Maple Ridge,"$352,400",100.4,Detached,3,2005
0.7,0.0,0.0,0.0,0.0,New Westminster,"$406,500",101.4,Detached,3,2005
0.7,0.0,0.0,0.0,0.0,North Vancouver,"$643,900",101.4,Detached,3,2005
0.2,0.0,0.0,0.0,0.0,Pitt Meadows,"$356,600",100.5,Detached,3,2005
0.3,0.0,0.0,0.0,0.0,Port Coquitlam,"$377,700",100.7,Detached,3,2005
0.4,0.0,0.0,0.0,0.0,Port Moody,"$545,300",100.7,Detached,3,2005
0.6,0.0,0.0,0.0,0.0,Richmond,"$522,400",101.2,Detached,3,2005
1.0,0.0,0.0,0.0,0.0,Squamish,"$387,100",102.0,Detached,3,2005
0.6,0.0,0.0,0.0,0.0,Sunshine Coast,"$288,900",101.2,Detached,3,2005
1.1,0.0,0.0,0.0,0.0,Tsawwassen,"$459,100",102.3,Detached,3,2005
0.9,0.0,0.0,0.0,0.0,Vancouver East,"$461,700",101.7,Detached,3,2005
0.4,0.0,0.0,0.0,0.0,Vancouver West,"$996,600",100.8,Detached,3,2005
0.7,0.0,0.0,0.0,0.0,West Vancouver,"$1,074,100",101.4,Detached,3,2005
1.2,0.0,0.0,0.0,0.0,Whistler,"$735,400",102.3,Detached,3,2005
0.6,0.0,0.0,0.0,0.0,Greater Vancouver,"$315,500",101.2,Townhouse,3,2005
0.5,0.0,0.0,0.0,0.0,Lower Mainland,"$278,500",101.0,Townhouse,3,2005
0.3,0.0,0.0,0.0,0.0,Burnaby East,"$272,300",100.6,Townhouse,3,2005
1.2,0.0,0.0,0.0,0.0,Burnaby North,"$274,100",102.3,Townhouse,3,2005
0.8,0.0,0.0,0.0,0.0,Burnaby South,"$294,900",101.6,Townhouse,3,2005
0.6,0.0,0.0,0.0,0.0,Coquitlam,"$275,500",101.1,Townhouse,3,2005
1.1,0.0,0.0,0.0,0.0,Ladner,"$285,200",102.3,Townhouse,3,2005
0.4,0.0,0.0,0.0,0.0,Maple Ridge,"$217,300",100.9,Townhouse,3,2005
0.7,0.0,0.0,0.0,0.0,New Westminster,"$276,600",101.5,Townhouse,3,2005
0.5,0.0,0.0,0.0,0.0,North Vancouver,"$415,700",101.0,Townhouse,3,2005
0.3,0.0,0.0,0.0,0.0,Pitt Meadows,"$232,500",100.6,Townhouse,3,2005
0.6,0.0,0.0,0.0,0.0,Port Coquitlam,"$267,300",101.2,Townhouse,3,2005
0.7,0.0,0.0,0.0,0.0,Port Moody,"$299,700",101.3,Townhouse,3,2005
0.5,0.0,0.0,0.0,0.0,Richmond,"$307,200",100.9,Townhouse,3,2005
-0.3,0.0,0.0,0.0,0.0,Squamish,"$302,300",99.4,Townhouse,3,2005
1.1,0.0,0.0,0.0,0.0,Tsawwassen,"$260,900",102.3,Townhouse,3,2005
1.2,0.0,0.0,0.0,0.0,Vancouver East,"$321,700",102.3,Townhouse,3,2005
1.0,0.0,0.0,0.0,0.0,Vancouver West,"$436,300",102.0,Townhouse,3,2005
-0.3,0.0,0.0,0.0,0.0,Whistler,"$412,300",99.4,Townhouse,3,2005
0.9,0.0,0.0,0.0,0.0,Greater Vancouver,"$254,600",101.8,Apartment,3,2005
0.9,0.0,0.0,0.0,0.0,Lower Mainland,"$237,600",101.8,Apartment,3,2005
2.1,0.0,0.0,0.0,0.0,Burnaby East,"$271,300",104.1,Apartment,3,2005
0.6,0.0,0.0,0.0,0.0,Burnaby North,"$236,800",101.1,Apartment,3,2005
0.5,0.0,0.0,0.0,0.0,Burnaby South,"$251,800",101.1,Apartment,3,2005
0.5,0.0,0.0,0.0,0.0,Coquitlam,"$184,000",101.0,Apartment,3,2005
-0.4,0.0,0.0,0.0,0.0,Ladner,"$212,500",99.2,Apartment,3,2005
0.5,0.0,0.0,0.0,0.0,Maple Ridge,"$141,300",100.9,Apartment,3,2005
0.7,0.0,0.0,0.0,0.0,New Westminster,"$179,100",101.5,Apartment,3,2005
0.5,0.0,0.0,0.0,0.0,North Vancouver,"$247,900",101.1,Apartment,3,2005
0.5,0.0,0.0,0.0,0.0,Pitt Meadows,"$171,100",100.9,Apartment,3,2005
0.6,0.0,0.0,0.0,0.0,Port Coquitlam,"$169,400",101.3,Apartment,3,2005
0.5,0.0,0.0,0.0,0.0,Port Moody,"$242,100",100.9,Apartment,3,2005
0.5,0.0,0.0,0.0,0.0,Richmond,"$236,100",101.1,Apartment,3,2005
1.8,0.0,0.0,0.0,0.0,Squamish,"$210,200",103.6,Apartment,3,2005
-0.4,0.0,0.0,0.0,0.0,Tsawwassen,"$230,300",99.2,Apartment,3,2005
1.3,0.0,0.0,0.0,0.0,Vancouver East,"$182,500",102.6,Apartment,3,2005
1.1,0.0,0.0,0.0,0.0,Vancouver West,"$315,600",102.4,Apartment,3,2005
1.3,0.0,0.0,0.0,0.0,West Vancouver,"$504,500",102.5,Apartment,3,2005
1.8,0.0,0.0,0.0,0.0,Whistler,"$264,500",103.6,Apartment,3,2005
0.7,0.0,0.0,0.0,0.0,Greater Vancouver,"$389,200",102.1,Residential - All Types,4,2005
0.6,0.0,0.0,0.0,0.0,Lower Mainland,"$363,700",101.9,Residential - All Types,4,2005
0.7,0.0,0.0,0.0,0.0,Bowen Island,"$470,900",102.1,Residential - All Types,4,2005
0.8,0.0,0.0,0.0,0.0,Burnaby East,"$369,200",102.4,Residential - All Types,4,2005
0.5,0.0,0.0,0.0,0.0,Burnaby North,"$336,800",101.7,Residential - All Types,4,2005
0.5,0.0,0.0,0.0,0.0,Burnaby South,"$359,700",101.6,Residential - All Types,4,2005
0.4,0.0,0.0,0.0,0.0,Coquitlam,"$341,500",101.3,Residential - All Types,4,2005
0.4,0.0,0.0,0.0,0.0,Ladner,"$358,800",101.0,Residential - All Types,4,2005
0.3,0.0,0.0,0.0,0.0,Maple Ridge,"$316,600",100.8,Residential - All Types,4,2005
0.8,0.0,0.0,0.0,0.0,New Westminster,"$232,500",102.3,Residential - All Types,4,2005
0.7,0.0,0.0,0.0,0.0,North Vancouver,"$453,400",101.9,Residential - All Types,4,2005
0.4,0.0,0.0,0.0,0.0,Pitt Meadows,"$277,800",101.0,Residential - All Types,4,2005
0.5,0.0,0.0,0.0,0.0,Port Coquitlam,"$296,500",101.5,Residential - All Types,4,2005
0.4,0.0,0.0,0.0,0.0,Port Moody,"$366,500",101.3,Residential - All Types,4,2005
0.5,0.0,0.0,0.0,0.0,Richmond,"$340,300",101.6,Residential - All Types,4,2005
0.9,0.0,0.0,0.0,0.0,Squamish,"$322,500",102.6,Residential - All Types,4,2005
0.6,0.0,0.0,0.0,0.0,Sunshine Coast,"$290,600",101.8,Residential - All Types,4,2005
0.8,0.0,0.0,0.0,0.0,Tsawwassen,"$394,200",102.2,Residential - All Types,4,2005
1.0,0.0,0.0,0.0,0.0,Vancouver East,"$347,000",103.1,Residential - All Types,4,2005
0.8,0.0,0.0,0.0,0.0,Vancouver West,"$492,300",102.8,Residential - All Types,4,2005
0.8,0.0,0.0,0.0,0.0,West Vancouver,"$930,900",102.5,Residential - All Types,4,2005
0.9,0.0,0.0,0.0,0.0,Whistler,"$440,700",102.7,Residential - All Types,4,2005
0.5,0.0,0.0,0.0,0.0,Greater Vancouver,"$550,000",101.6,Detached,4,2005
0.4,0.0,0.0,0.0,0.0,Lower Mainland,"$475,500",101.4,Detached,4,2005
0.7,0.0,0.0,0.0,0.0,Bowen Island,"$470,900",102.1,Detached,4,2005
0.6,0.0,0.0,0.0,0.0,Burnaby East,"$455,700",101.9,Detached,4,2005
0.4,0.0,0.0,0.0,0.0,Burnaby North,"$522,800",101.1,Detached,4,2005
0.4,0.0,0.0,0.0,0.0,Burnaby South,"$529,200",101.3,Detached,4,2005
0.3,0.0,0.0,0.0,0.0,Coquitlam,"$455,500",101.1,Detached,4,2005
0.3,0.0,0.0,0.0,0.0,Ladner,"$421,100",100.8,Detached,4,2005
0.2,0.0,0.0,0.0,0.0,Maple Ridge,"$353,100",100.6,Detached,4,2005
0.8,0.0,0.0,0.0,0.0,New Westminster,"$409,700",102.2,Detached,4,2005
0.8,0.0,0.0,0.0,0.0,North Vancouver,"$649,000",102.2,Detached,4,2005
0.4,0.0,0.0,0.0,0.0,Pitt Meadows,"$358,100",100.9,Detached,4,2005
0.4,0.0,0.0,0.0,0.0,Port Coquitlam,"$379,200",101.1,Detached,4,2005
0.3,0.0,0.0,0.0,0.0,Port Moody,"$546,900",101.0,Detached,4,2005
0.7,0.0,0.0,0.0,0.0,Richmond,"$526,000",101.9,Detached,4,2005
1.0,0.0,0.0,0.0,0.0,Squamish,"$390,900",103.0,Detached,4,2005
0.6,0.0,0.0,0.0,0.0,Sunshine Coast,"$290,600",101.8,Detached,4,2005
1.1,0.0,0.0,0.0,0.0,Tsawwassen,"$464,000",103.4,Detached,4,2005
