1 Month +/-,1 Year +/-,3 Year +/-,5 Year +/-,6 Month +/-,Area,Benchmark,Price Index,Property Type,Report Month,Report Year
0.5,0.9,2.2,28.2,-0.5,Coquitlam,"$643,000",142.7,Detached,1,2011
4.5,0.6,3.9,29.8,-2.8,Ladner,"$597,500",143.0,Detached,1,2011
0.1,-3.5,-6.0,18.0,-3.1,Maple Ridge,"$448,900",127.9,Detached,1,2011
1.7,3.1,9.2,35.8,1.9,New Westminster,"$620,500",154.8,Detached,1,2011
0.7,-2.7,-3.6,20.8,-4.9,North Vancouver,"$858,600",135.2,Detached,1,2011
-1.0,-5.0,-3.9,21.4,-5.3,Pitt Meadows,"$471,300",132.8,Detached,1,2011
-0.9,-2.3,-0.7,24.0,-2.3,Port Coquitlam,"$518,700",138.3,Detached,1,2011
1.1,2.0,1.3,27.2,0.4,Port Moody,"$775,400",143.2,Detached,1,2011
6.4,16.5,29.2,65.1,9.2,Richmond,"$971,500",188.2,Detached,1,2011
-0.9,-3.5,-8.8,12.6,-7.7,Squamish,"$468,600",123.5,Detached,1,2011
-1.4,-8.1,-11.1,6.3,-8.1,Sunshine Coast,"$348,500",122.1,Detached,1,2011
-0.6,-7.1,-7.4,13.0,-10.2,Tsawwassen,"$581,100",129.5,Detached,1,2011
2.1,4.4,11.6,42.0,2.0,Vancouver East,"$738,200",162.6,Detached,1,2011
3.0,10.8,18.7,67.1,4.5,Vancouver West,"$1,871,500",189.3,Detached,1,2011
2.0,3.6,-0.5,29.5,1.7,West Vancouver,"$1,547,600",146.1,Detached,1,2011
0.4,-2.8,-10.3,13.0,-7.2,Whistler,"$898,600",125.0,Detached,1,2011
0.5,1.9,4.5,32.5,-0.5,Greater Vancouver,"$461,400",148.0,Townhouse,1,2011
0.2,1.3,1.6,28.5,-1.0,Lower Mainland,"$393,700",142.8,Townhouse,1,2011
1.7,1.6,5.3,33.7,0.8,Burnaby East,"$405,300",149.7,Townhouse,1,2011
0.3,3.4,3.8,33.1,-3.1,Burnaby North,"$408,000",152.3,Townhouse,1,2011
0.7,5.8,9.4,40.1,-0.4,Burnaby South,"$453,500",156.2,Townhouse,1,2011
1.2,0.0,-0.4,23.6,-1.6,Coquitlam,"$376,300",138.1,Townhouse,1,2011
0.5,6.5,11.9,41.8,5.3,Ladner,"$453,300",162.6,Townhouse,1,2011
1.0,-0.9,-3.0,27.2,-3.4,Maple Ridge,"$296,800",137.8,Townhouse,1,2011
2.5,5.8,10.4,39.9,3.4,New Westminster,"$433,000",158.9,Townhouse,1,2011
2.6,-1.3,0.5,23.4,-3.7,North Vancouver,"$561,800",136.5,Townhouse,1,2011
2.8,3.5,1.4,29.6,1.6,Pitt Meadows,"$330,900",143.2,Townhouse,1,2011
0.0,-0.9,-0.8,24.8,-1.2,Port Coquitlam,"$372,700",141.1,Townhouse,1,2011
0.9,0.3,-2.6,21.9,-1.6,Port Moody,"$409,500",138.4,Townhouse,1,2011
1.8,5.9,13.7,42.2,2.2,Richmond,"$486,600",159.8,Townhouse,1,2011
-3.1,-6.0,-12.0,11.5,-7.6,Squamish,"$345,500",113.6,Townhouse,1,2011
-0.8,8.8,13.6,43.9,5.7,Tsawwassen,"$420,900",165.0,Townhouse,1,2011
-2.1,0.8,5.7,38.0,0.1,Vancouver East,"$491,800",156.4,Townhouse,1,2011
-2.2,-1.5,2.8,32.3,-1.3,Vancouver West,"$637,300",149.0,Townhouse,1,2011
-2.7,-8.3,-14.9,7.9,-8.9,Whistler,"$455,800",109.9,Townhouse,1,2011
0.3,-1.2,-0.9,27.8,-0.2,Greater Vancouver,"$371,200",148.4,Apartment,1,2011
0.3,-1.2,-1.9,28.0,-0.4,Lower Mainland,"$346,600",148.5,Apartment,1,2011
1.9,0.8,1.7,34.0,0.8,Burnaby East,"$409,000",156.9,Apartment,1,2011
0.5,-3.8,-3.3,24.2,-1.0,Burnaby North,"$329,600",140.7,Apartment,1,2011
1.8,1.7,3.3,31.3,2.9,Burnaby South,"$375,100",150.6,Apartment,1,2011
-0.1,-0.8,-4.8,24.5,0.7,Coquitlam,"$258,200",141.7,Apartment,1,2011
1.0,-2.6,1.9,32.2,-5.8,Ladner,"$315,100",147.1,Apartment,1,2011
1.8,0.6,-9.7,26.6,-0.8,Maple Ridge,"$199,400",142.4,Apartment,1,2011
0.5,-0.6,-2.3,28.5,-1.6,New Westminster,"$263,900",149.5,Apartment,1,2011
-0.2,-3.5,-4.3,21.2,-2.6,North Vancouver,"$335,900",137.0,Apartment,1,2011
1.5,0.9,-8.8,27.9,-1.0,Pitt Meadows,"$244,000",143.9,Apartment,1,2011
0.1,-5.4,-8.9,22.9,1.5,Port Coquitlam,"$235,800",141.0,Apartment,1,2011
0.2,-5.0,-7.9,9.5,-4.7,Port Moody,"$309,500",129.0,Apartment,1,2011
-1.3,-3.2,1.3,29.0,-3.1,Richmond,"$345,200",147.8,Apartment,1,2011
-5.3,5.4,-7.8,15.1,11.0,Squamish,"$255,600",126.0,Apartment,1,2011
1.0,-3.0,1.5,31.5,-5.7,Tsawwassen,"$339,900",146.4,Apartment,1,2011
3.3,3.6,6.9,45.9,1.9,Vancouver East,"$315,400",177.3,Apartment,1,2011
-0.3,-1.7,-0.7,26.1,0.2,Vancouver West,"$456,100",148.0,Apartment,1,2011
1.0,-4.7,-5.5,19.6,4.6,West Vancouver,"$673,800",136.9,Apartment,1,2011
-3.7,1.3,-11.5,10.5,7.9,Whistler,"$308,900",121.0,Apartment,1,2011
1.2,1.5,3.5,31.4,2.1,Greater Vancouver,"$582,800",152.9,Residential - All Types,2,2011
0.8,0.9,1.4,28.1,1.2,Lower Mainland,"$529,300",148.3,Residential - All Types,2,2011
0.0,-9.7,-12.0,4.0,-10.1,Bowen Island,"$555,800",120.5,Residential - All Types,2,2011
1.5,0.8,3.9,31.2,2.2,Burnaby East,"$547,300",151.8,Residential - All Types,2,2011
0.4,0.1,0.7,28.8,0.3,Burnaby North,"$491,800",148.5,Residential - All Types,2,2011
0.3,2.4,5.9,32.0,2.8,Burnaby South,"$543,100",153.4,Residential - All Types,2,2011
0.6,0.4,-1.0,24.7,1.1,Coquitlam,"$479,700",142.3,Residential - All Types,2,2011
2.0,1.2,5.8,32.5,2.0,Ladner,"$533,500",150.2,Residential - All Types,2,2011
0.3,-3.5,-6.3,19.7,-0.8,Maple Ridge,"$415,800",132.4,Residential - All Types,2,2011
0.3,-0.3,0.1,27.9,0.1,New Westminster,"$343,900",151.3,Residential - All Types,2,2011
1.1,-2.1,-3.4,20.5,-1.3,North Vancouver,"$611,800",137.5,Residential - All Types,2,2011
0.9,-1.9,-3.5,23.6,-0.4,Pitt Meadows,"$384,000",139.6,Residential - All Types,2,2011
0.7,-3.4,-3.6,22.4,-0.1,Port Coquitlam,"$411,300",140.8,Residential - All Types,2,2011
0.0,-2.7,-4.5,16.2,-1.5,Port Moody,"$490,200",135.5,Residential - All Types,2,2011
1.7,6.0,14.6,44.0,4.6,Richmond,"$560,400",167.3,Residential - All Types,2,2011
-2.8,-7.0,-13.9,8.5,-4.9,Squamish,"$371,200",118.1,Residential - All Types,2,2011
2.1,-5.1,-10.0,5.9,-7.0,Sunshine Coast,"$355,600",124.6,Residential - All Types,2,2011
5.4,-2.1,-1.1,22.7,-2.4,Tsawwassen,"$546,200",141.6,Residential - All Types,2,2011
2.1,4.3,9.6,42.7,5.1,Vancouver East,"$575,100",170.9,Residential - All Types,2,2011
1.5,1.7,4.8,34.4,2.6,Vancouver West,"$767,200",160.2,Residential - All Types,2,2011
2.5,6.0,-0.3,28.1,7.9,West Vancouver,"$1,346,900",148.3,Residential - All Types,2,2011
-4.9,-11.4,-18.5,3.1,-6.7,Whistler,"$479,300",111.7,Residential - All Types,2,2011
2.2,5.4,9.5,38.6,4.4,Greater Vancouver,"$861,800",159.2,Detached,2,2011
1.3,3.0,4.9,30.6,2.3,Lower Mainland,"$701,000",149.5,Detached,2,2011
0.0,-9.7,-12.0,4.0,-10.1,Bowen Island,"$555,800",120.5,Detached,2,2011
2.1,0.9,5.7,29.7,2.6,Burnaby East,"$675,700",151.1,Detached,2,2011
-0.1,2.7,6.3,37.6,1.2,Burnaby North,"$810,300",156.7,Detached,2,2011
1.4,8.1,13.2,37.4,5.9,Burnaby South,"$840,000",160.8,Detached,2,2011
0.4,0.6,1.8,26.6,0.4,Coquitlam,"$645,200",143.2,Detached,2,2011
2.7,0.7,5.6,30.9,2.2,Ladner,"$613,800",146.9,Detached,2,2011
0.0,-4.8,-6.8,16.3,-1.8,Maple Ridge,"$448,900",127.9,Detached,2,2011
2.8,4.4,11.3,36.4,5.5,New Westminster,"$638,200",159.2,Detached,2,2011
2.1,-1.3,-3.0,21.1,-0.5,North Vancouver,"$876,400",138.0,Detached,2,2011
1.3,-3.9,-3.0,20.6,-3.7,Pitt Meadows,"$477,300",134.5,Detached,2,2011
0.1,-2.7,-1.9,21.8,-1.9,Port Coquitlam,"$519,100",138.4,Detached,2,2011
-0.2,1.0,0.6,25.0,0.7,Port Moody,"$773,800",142.9,Detached,2,2011
3.5,17.4,31.6,67.2,12.8,Richmond,"$1,005,500",194.8,Detached,2,2011
-1.3,-9.0,-11.7,10.5,-7.4,Squamish,"$462,600",121.9,Detached,2,2011
2.2,-5.0,-9.8,6.0,-6.9,Sunshine Coast,"$356,200",124.8,Detached,2,2011
7.4,-2.4,-2.0,19.8,-2.9,Tsawwassen,"$624,200",139.1,Detached,2,2011
3.0,6.1,13.3,42.7,6.6,Vancouver East,"$760,400",167.5,Detached,2,2011
3.2,10.5,21.2,68.7,7.1,Vancouver West,"$1,930,800",195.3,Detached,2,2011
1.7,5.8,-0.5,28.9,7.4,West Vancouver,"$1,574,100",148.6,Detached,2,2011
-2.6,-11.3,-14.3,10.2,-7.0,Whistler,"$875,600",121.8,Detached,2,2011
1.2,1.8,4.6,31.8,1.5,Greater Vancouver,"$467,000",149.8,Townhouse,2,2011
0.8,1.2,1.4,27.2,0.3,Lower Mainland,"$396,700",143.9,Townhouse,2,2011
1.2,1.1,5.3,32.8,3.2,Burnaby East,"$410,100",151.5,Townhouse,2,2011
1.6,2.7,4.0,31.5,-0.6,Burnaby North,"$414,500",154.7,Townhouse,2,2011
-0.8,2.9,7.3,36.3,-0.5,Burnaby South,"$450,000",155.0,Townhouse,2,2011
1.5,0.6,0.3,23.4,-0.1,Coquitlam,"$382,100",140.2,Townhouse,2,2011
0.9,5.9,11.7,39.6,5.5,Ladner,"$457,200",164.0,Townhouse,2,2011
0.5,-1.6,-3.3,26.1,1.4,Maple Ridge,"$298,300",138.5,Townhouse,2,2011
1.3,4.5,10.2,37.8,5.5,New Westminster,"$438,800",161.0,Townhouse,2,2011
0.7,-1.7,-0.1,22.3,-3.0,North Vancouver,"$565,900",137.5,Townhouse,2,2011
-0.1,1.3,0.0,26.2,3.5,Pitt Meadows,"$330,700",143.1,Townhouse,2,2011
2.0,-1.5,1.0,25.1,1.8,Port Coquitlam,"$380,100",143.9,Townhouse,2,2011
1.2,0.2,-2.2,21.0,1.4,Port Moody,"$414,300",140.0,Townhouse,2,2011
1.0,6.0,13.8,41.5,3.1,Richmond,"$491,500",161.4,Townhouse,2,2011
2.4,-6.0,-12.5,12.7,-2.3,Squamish,"$353,700",116.3,Townhouse,2,2011
0.4,7.5,12.8,40.9,4.4,Tsawwassen,"$422,400",165.6,Townhouse,2,2011
3.6,3.8,7.4,41.7,3.4,Vancouver East,"$509,700",162.1,Townhouse,2,2011
1.3,-0.3,2.7,31.4,0.6,Vancouver West,"$645,900",151.0,Townhouse,2,2011
0.7,-10.9,-16.7,7.3,-4.9,Whistler,"$459,100",110.7,Townhouse,2,2011
0.3,-1.7,-1.6,25.3,0.4,Greater Vancouver,"$372,400",148.9,Apartment,2,2011
0.5,-1.6,-2.4,25.7,0.5,Lower Mainland,"$348,300",149.2,Apartment,2,2011
0.5,-0.4,0.8,34.8,0.4,Burnaby East,"$411,100",157.7,Apartment,2,2011
0.4,-2.6,-4.1,22.1,0.2,Burnaby North,"$331,000",141.3,Apartment,2,2011
0.0,0.1,2.4,28.9,3.1,Burnaby South,"$375,100",150.6,Apartment,2,2011
0.2,-0.2,-5.8,22.4,2.5,Coquitlam,"$258,800",142.0,Apartment,2,2011
1.1,-0.8,1.4,31.4,-1.3,Ladner,"$318,500",148.7,Apartment,2,2011
0.8,-0.9,-10.1,24.7,0.1,Maple Ridge,"$201,100",143.6,Apartment,2,2011
-0.4,-1.9,-3.4,25.1,-1.7,New Westminster,"$262,800",148.9,Apartment,2,2011
0.1,-3.1,-4.7,19.6,-1.3,North Vancouver,"$336,400",137.2,Apartment,2,2011
1.1,-1.6,-8.9,26.3,1.1,Pitt Meadows,"$246,700",145.5,Apartment,2,2011
0.4,-5.7,-9.1,21.1,1.1,Port Coquitlam,"$236,800",141.6,Apartment,2,2011
-0.7,-6.9,-9.0,6.9,-4.5,Port Moody,"$307,400",128.1,Apartment,2,2011
0.3,-4.4,0.7,26.4,-2.6,Richmond,"$346,400",148.3,Apartment,2,2011
-12.4,-7.1,-19.7,-1.2,-5.6,Squamish,"$224,000",110.4,Apartment,2,2011
0.4,-1.9,0.3,29.9,-1.7,Tsawwassen,"$341,300",147.0,Apartment,2,2011
0.7,2.8,6.5,43.7,4.1,Vancouver East,"$317,600",178.5,Apartment,2,2011
0.7,-2.0,-1.3,23.2,0.5,Vancouver West,"$459,200",149.0,Apartment,2,2011
5.2,5.4,-0.4,23.5,8.9,West Vancouver,"$708,700",144.0,Apartment,2,2011
-14.4,-13.4,-24.6,-7.3,-9.4,Whistler,"$264,500",103.6,Apartment,2,2011
1.8,2.2,4.4,31.2,4.1,Greater Vancouver,"$593,100",155.6,Residential - All Types,3,2011
1.7,1.6,2.2,27.9,3.2,Lower Mainland,"$538,300",150.8,Residential - All Types,3,2011
1.8,-8.1,-10.6,3.5,-8.8,Bowen Island,"$566,000",122.7,Residential - All Types,3,2011
0.7,0.7,3.4,30.1,3.7,Burnaby East,"$551,300",152.9,Residential - All Types,3,2011
0.7,-0.2,-0.1,27.1,2.3,Burnaby North,"$495,400",149.6,Residential - All Types,3,2011
2.2,3.9,7.3,32.4,5.4,Burnaby South,"$555,100",156.8,Residential - All Types,3,2011
1.8,1.6,-0.2,24.8,3.3,Coquitlam,"$488,500",144.9,Residential - All Types,3,2011
1.5,1.2,6.1,31.8,3.9,Ladner,"$541,700",152.5,Residential - All Types,3,2011
0.2,-4.1,-7.0,18.1,0.1,Maple Ridge,"$416,400",132.6,Residential - All Types,3,2011
1.6,0.5,0.9,27.0,2.1,New Westminster,"$349,400",153.7,Residential - All Types,3,2011
1.9,-2.0,-2.6,20.8,0.3,North Vancouver,"$623,400",140.1,Residential - All Types,3,2011
2.5,-0.6,-2.1,24.0,3.0,Pitt Meadows,"$393,600",143.1,Residential - All Types,3,2011
1.6,-1.9,-2.9,22.2,1.6,Port Coquitlam,"$418,000",143.1,Residential - All Types,3,2011
-0.1,-3.1,-5.0,14.2,-0.5,Port Moody,"$489,900",135.4,Residential - All Types,3,2011
2.0,6.7,15.5,43.7,6.8,Richmond,"$571,500",170.6,Residential - All Types,3,2011
-0.6,-8.5,-16.0,6.8,-3.5,Squamish,"$369,000",117.4,Residential - All Types,3,2011
0.7,-4.9,-10.0,4.1,-4.3,Sunshine Coast,"$358,200",125.5,Residential - All Types,3,2011
-0.1,-2.4,-2.8,20.8,-2.2,Tsawwassen,"$545,400",141.4,Residential - All Types,3,2011
1.1,4.5,9.3,40.9,5.2,Vancouver East,"$581,500",172.8,Residential - All Types,3,2011
2.6,3.0,6.9,35.8,5.9,Vancouver West,"$786,800",164.3,Residential - All Types,3,2011
2.4,6.1,0.9,28.4,9.7,West Vancouver,"$1,379,600",151.9,Residential - All Types,3,2011
0.0,-11.5,-19.9,1.9,-5.3,Whistler,"$479,300",111.7,Residential - All Types,3,2011
2.1,5.7,10.4,38.7,6.8,Greater Vancouver,"$879,600",162.5,Detached,3,2011
2.0,3.7,6.0,30.7,4.6,Lower Mainland,"$715,100",152.5,Detached,3,2011
1.8,-8.1,-10.6,3.5,-8.8,Bowen Island,"$566,000",122.7,Detached,3,2011
-1.0,-1.8,3.6,25.6,2.7,Burnaby East,"$669,000",149.6,Detached,3,2011
0.4,1.5,4.6,35.8,2.1,Burnaby North,"$813,400",157.3,Detached,3,2011
3.6,9.6,16.1,39.4,10.3,Burnaby South,"$870,300",166.6,Detached,3,2011
1.8,1.0,2.9,26.8,2.7,Coquitlam,"$657,000",145.8,Detached,3,2011
1.3,0.9,5.8,30.2,3.5,Ladner,"$621,700",148.8,Detached,3,2011
0.8,-4.4,-6.8,15.4,-0.2,Maple Ridge,"$452,500",128.9,Detached,3,2011
0.6,3.2,10.7,34.0,7.3,New Westminster,"$641,800",160.1,Detached,3,2011
2.2,-1.2,-2.1,21.5,1.1,North Vancouver,"$896,100",141.1,Detached,3,2011
3.1,-2.3,-0.3,22.0,2.0,Pitt Meadows,"$492,200",138.7,Detached,3,2011
2.3,-1.3,-0.8,22.3,0.0,Port Coquitlam,"$531,100",141.6,Detached,3,2011
1.1,0.6,1.1,24.7,2.9,Port Moody,"$782,500",144.5,Detached,3,2011
4.3,19.6,35.1,70.6,18.3,Richmond,"$1,048,900",203.2,Detached,3,2011
0.9,-9.9,-12.7,11.0,-4.9,Squamish,"$466,700",123.0,Detached,3,2011
0.7,-4.8,-9.9,4.2,-4.1,Sunshine Coast,"$358,800",125.7,Detached,3,2011
-1.2,-2.8,-4.5,16.7,-4.2,Tsawwassen,"$616,600",137.4,Detached,3,2011
1.9,6.8,13.8,41.6,7.6,Vancouver East,"$774,500",170.6,Detached,3,2011
1.7,9.0,22.0,67.7,9.5,Vancouver West,"$1,964,400",198.7,Detached,3,2011
3.8,8.3,1.4,30.9,10.1,West Vancouver,"$1,633,400",154.2,Detached,3,2011
2.2,-9.5,-14.3,12.8,-3.9,Whistler,"$895,000",124.5,Detached,3,2011
1.1,2.0,4.6,30.9,3.3,Greater Vancouver,"$472,300",151.5,Townhouse,3,2011
1.0,1.3,1.4,26.2,2.0,Lower Mainland,"$400,600",145.3,Townhouse,3,2011
2.0,3.3,6.1,33.0,6.8,Burnaby East,"$418,500",154.6,Townhouse,3,2011
2.3,3.3,4.8,31.0,3.1,Burnaby North,"$423,800",158.2,Townhouse,3,2011
1.2,3.0,7.4,35.3,2.1,Burnaby South,"$455,200",156.8,Townhouse,3,2011
1.2,2.2,0.6,22.9,1.8,Coquitlam,"$386,700",141.9,Townhouse,3,2011
0.6,5.3,11.2,37.2,6.5,Ladner,"$460,000",165.0,Townhouse,3,2011
-1.3,-4.0,-5.5,22.8,1.0,Maple Ridge,"$294,500",136.7,Townhouse,3,2011
0.8,5.3,9.5,35.3,6.0,New Westminster,"$442,300",162.3,Townhouse,3,2011
2.3,-2.0,0.6,23.1,1.8,North Vancouver,"$578,600",140.6,Townhouse,3,2011
2.9,3.4,1.6,26.7,7.1,Pitt Meadows,"$340,400",147.3,Townhouse,3,2011
-0.2,-0.6,0.6,22.8,1.4,Port Coquitlam,"$379,300",143.6,Townhouse,3,2011
0.8,1.4,-2.0,19.5,2.8,Port Moody,"$417,500",141.1,Townhouse,3,2011
0.5,4.9,13.3,39.9,4.2,Richmond,"$493,900",162.2,Townhouse,3,2011
0.2,-4.6,-14.8,11.5,-1.1,Squamish,"$354,300",116.5,Townhouse,3,2011
0.8,5.0,12.5,38.8,6.0,Tsawwassen,"$426,000",167.0,Townhouse,3,2011
0.5,2.3,5.8,41.0,3.7,Vancouver East,"$512,200",162.9,Townhouse,3,2011
3.0,0.8,4.4,32.8,4.2,Vancouver West,"$665,600",155.6,Townhouse,3,2011
1.7,-8.2,-17.7,7.8,-2.7,Whistler,"$467,000",112.6,Townhouse,3,2011
1.7,-0.4,-0.6,25.3,2.4,Greater Vancouver,"$378,900",151.5,Apartment,3,2011
1.5,-0.5,-1.7,25.3,2.4,Lower Mainland,"$353,600",151.5,Apartment,3,2011
2.2,2.7,1.6,38.0,2.1,Burnaby East,"$420,200",161.2,Apartment,3,2011
0.4,-2.7,-5.0,20.0,2.1,Burnaby North,"$332,100",141.8,Apartment,3,2011
2.1,2.5,3.8,29.4,5.0,Burnaby South,"$382,800",153.7,Apartment,3,2011
2.5,2.5,-4.8,23.2,5.3,Coquitlam,"$265,300",145.6,Apartment,3,2011
3.2,-1.4,3.0,33.4,3.1,Ladner,"$328,800",153.5,Apartment,3,2011
0.0,-2.6,-11.4,21.7,-0.4,Maple Ridge,"$201,100",143.6,Apartment,3,2011
2.0,-0.5,-2.3,24.8,0.5,New Westminster,"$268,100",151.9,Apartment,3,2011
1.5,-2.5,-3.9,19.7,-0.5,North Vancouver,"$341,600",139.3,Apartment,3,2011
0.8,-1.4,-9.5,24.2,0.3,Pitt Meadows,"$248,600",146.6,Apartment,3,2011
2.3,-3.4,-7.6,21.7,4.2,Port Coquitlam,"$242,300",144.9,Apartment,3,2011
-2.1,-8.6,-11.1,3.0,-5.3,Port Moody,"$300,900",125.4,Apartment,3,2011
0.7,-3.7,0.4,24.3,-2.5,Richmond,"$349,000",149.4,Apartment,3,2011
-6.2,-14.5,-25.0,-9.0,-7.3,Squamish,"$210,200",103.6,Apartment,3,2011
3.3,-1.9,1.9,31.9,2.7,Tsawwassen,"$352,500",151.8,Apartment,3,2011
0.5,3.0,5.8,41.1,3.3,Vancouver East,"$319,200",179.4,Apartment,3,2011
3.0,0.5,1.5,25.5,4.4,Vancouver West,"$473,100",153.5,Apartment,3,2011
-2.2,-2.0,-2.4,18.5,7.5,West Vancouver,"$693,000",140.8,Apartment,3,2011
-5.6,-19.5,-29.2,-14.1,-11.7,Whistler,"$249,700",97.8,Apartment,3,2011
1.9,3.4,5.9,30.9,6.3,Greater Vancouver,"$604,100",158.5,Residential - All Types,4,2011
1.7,2.6,3.7,27.2,5.1,Lower Mainland,"$547,200",153.3,Residential - All Types,4,2011
7.3,-2.8,-4.2,9.6,-2.5,Bowen Island,"$607,000",131.6,Residential - All Types,4,2011
3.1,2.9,6.6,30.2,6.7,Burnaby East,"$568,600",157.7,Residential - All Types,4,2011
2.1,1.8,2.3,27.3,4.7,Burnaby North,"$506,000",152.8,Residential - All Types,4,2011
1.8,4.7,8.7,32.0,7.7,Burnaby South,"$565,000",159.6,Residential - All Types,4,2011
1.4,2.6,0.9,24.1,5.0,Coquitlam,"$495,200",146.9,Residential - All Types,4,2011
1.6,4.3,7.2,31.7,7.0,Ladner,"$550,600",155.0,Residential - All Types,4,2011
1.4,-2.8,-5.7,17.1,2.5,Maple Ridge,"$422,400",134.5,Residential - All Types,4,2011
2.0,0.8,2.6,26.1,4.2,New Westminster,"$356,200",156.7,Residential - All Types,4,2011
2.9,-0.4,-0.1,22.7,3.8,North Vancouver,"$641,200",144.1,Residential - All Types,4,2011
-0.5,-0.8,-3.0,20.3,4.2,Pitt Meadows,"$391,700",142.4,Residential - All Types,4,2011
1.3,-1.2,-2.1,21.3,3.8,Port Coquitlam,"$423,600",145.0,Residential - All Types,4,2011
0.2,-3.5,-5.0,12.6,-0.5,Port Moody,"$490,900",135.7,Residential - All Types,4,2011
1.9,7.9,16.9,43.5,8.2,Richmond,"$582,500",173.9,Residential - All Types,4,2011
6.5,-5.4,-10.8,12.8,1.5,Squamish,"$392,900",125.0,Residential - All Types,4,2011
4.6,-2.2,-5.5,7.4,-0.6,Sunshine Coast,"$374,800",131.3,Residential - All Types,4,2011
2.0,-0.8,-1.5,21.3,2.3,Tsawwassen,"$556,200",144.2,Residential - All Types,4,2011
1.2,5.7,10.1,39.1,7.0,Vancouver East,"$588,600",174.9,Residential - All Types,4,2011
1.9,4.2,8.8,35.1,7.9,Vancouver West,"$802,100",167.5,Residential - All Types,4,2011
3.0,7.9,3.0,30.0,12.5,West Vancouver,"$1,421,400",156.5,Residential - All Types,4,2011
5.6,-10.0,-15.9,6.3,0.0,Whistler,"$505,900",117.9,Residential - All Types,4,2011
3.3,8.3,13.7,40.4,10.6,Greater Vancouver,"$908,300",167.8,Detached,4,2011
2.6,5.6,8.5,31.5,7.6,Lower Mainland,"$733,400",156.4,Detached,4,2011
7.3,-2.8,-4.2,9.6,-2.5,Bowen Island,"$607,000",131.6,Detached,4,2011
6.2,3.7,9.7,29.5,8.8,Burnaby East,"$710,600",158.9,Detached,4,2011
5.0,6.7,10.5,39.4,9.0,Burnaby North,"$854,300",165.2,Detached,4,2011
5.0,12.9,21.3,43.8,15.7,Burnaby South,"$914,200",175.0,Detached,4,2011
2.2,2.9,4.4,27.0,5.4,Coquitlam,"$671,400",149.0,Detached,4,2011
1.7,4.6,6.8,30.1,7.6,Ladner,"$632,600",151.4,Detached,4,2011
2.3,-2.2,-4.4,16.0,3.2,Maple Ridge,"$463,000",131.9,Detached,4,2011
